tid,cid,pid,q
3436,442,326,1
3436,442,451,2
3436,442,529,1
3436,442,543,1
3436,442,561,2
3436,442,568,3
3436,442,658,1
3436,442,672,1
3436,442,750,2
3436,442,851,1
3436,442,936,1
3437,822,34,3
3437,822,38,1
3437,822,39,3
3437,822,83,1
3437,822,122,1
3437,822,279,2
3437,822,390,1
3437,822,489,1
3437,822,500,1
3437,822,626,1
3437,822,697,1
3437,822,698,2
3437,822,761,3
3437,822,871,2
3437,822,917,1
3437,822,989,2
3438,334,29,2
3438,334,118,2
3438,334,136,2
3438,334,159,2
3438,334,215,2
3438,334,226,1
3438,334,233,1
3438,334,246,1
3438,334,249,1
3438,334,355,3
3438,334,370,1
3438,334,394,2
3438,334,426,2
3438,334,456,1
3438,334,490,2
3438,334,500,3
3438,334,513,1
3438,334,515,1
3438,334,551,2
3438,334,564,2
3438,334,711,1
3438,334,712,1
3438,334,741,1
3438,334,781,1
3438,334,891,1
3438,334,916,1
3439,246,6,1
3439,246,26,2
3439,246,66,1
3439,246,124,3
3439,246,180,1
3439,246,190,2
3439,246,203,1
3439,246,227,2
3439,246,336,1
3439,246,447,1
3439,246,466,1
3439,246,497,1
3439,246,582,1
3439,246,617,2
3439,246,620,4
3439,246,656,1
3439,246,856,3
3439,246,894,1
3439,246,900,2
3439,246,930,1
3439,246,950,1
3439,246,997,2
3440,930,31,2
3440,930,33,1
3440,930,41,3
3440,930,78,1
3440,930,100,2
3440,930,197,6
3440,930,341,1
3440,930,346,2
3440,930,361,2
3440,930,371,3
3440,930,379,1
3440,930,461,3
3440,930,474,2
3440,930,485,1
3440,930,490,1
3440,930,502,1
3440,930,556,1
3440,930,580,2
3440,930,621,2
3440,930,630,2
3440,930,637,2
3440,930,747,2
3440,930,782,2
3440,930,806,1
3440,930,954,1
3441,43,55,1
3441,43,94,1
3441,43,129,3
3441,43,143,2
3441,43,280,2
3441,43,389,2
3441,43,405,2
3441,43,425,4
3441,43,584,2
3441,43,640,1
3441,43,792,1
3441,43,924,1
3442,296,34,1
3442,296,64,1
3442,296,85,1
3442,296,102,2
3442,296,122,3
3442,296,135,3
3442,296,193,2
3442,296,204,2
3442,296,209,2
3442,296,281,3
3442,296,314,1
3442,296,352,1
3442,296,374,2
3442,296,376,2
3442,296,457,3
3442,296,480,2
3442,296,526,2
3442,296,530,2
3442,296,568,1
3442,296,631,1
3442,296,638,2
3442,296,691,1
3442,296,797,2
3442,296,809,1
3442,296,839,1
3442,296,928,1
3442,296,933,1
3443,367,31,3
3443,367,56,2
3443,367,140,4
3443,367,146,1
3443,367,148,1
3443,367,204,1
3443,367,305,2
3443,367,311,2
3443,367,332,1
3443,367,468,1
3443,367,520,3
3443,367,628,1
3443,367,638,1
3443,367,671,1
3443,367,675,3
3443,367,754,2
3443,367,766,3
3443,367,975,1
3444,311,235,2
3444,311,281,3
3444,311,366,3
3444,311,391,1
3444,311,500,1
3444,311,556,2
3444,311,593,1
3444,311,677,1
3444,311,776,1
3444,311,856,2
3444,311,865,1
3444,311,952,2
3445,166,29,2
3445,166,66,1
3445,166,137,2
3445,166,272,4
3445,166,311,1
3445,166,320,1
3445,166,377,2
3445,166,404,2
3445,166,423,2
3445,166,435,1
3445,166,436,1
3445,166,446,1
3445,166,465,3
3445,166,515,2
3445,166,517,1
3445,166,521,1
3445,166,543,1
3445,166,680,2
3445,166,698,1
3445,166,787,3
3445,166,825,1
3445,166,826,1
3445,166,875,2
3445,166,967,1
3446,654,4,1
3446,654,43,2
3446,654,121,3
3446,654,132,2
3446,654,188,3
3446,654,292,4
3446,654,492,2
3446,654,548,3
3446,654,598,4
3446,654,654,1
3446,654,784,4
3446,654,914,1
3447,694,38,1
3447,694,69,1
3447,694,206,3
3447,694,296,2
3447,694,300,3
3447,694,387,1
3447,694,447,4
3447,694,489,1
3447,694,577,2
3447,694,594,2
3447,694,598,1
3447,694,617,1
3447,694,641,1
3447,694,776,2
3447,694,826,1
3447,694,842,1
3447,694,868,1
3447,694,876,2
3447,694,910,1
3447,694,958,2
3447,694,992,1
3448,194,88,3
3448,194,217,1
3448,194,270,3
3448,194,302,2
3448,194,326,1
3448,194,360,1
3448,194,419,1
3448,194,461,2
3448,194,489,2
3448,194,492,2
3448,194,576,1
3448,194,663,2
3448,194,714,1
3448,194,761,1
3448,194,785,2
3448,194,802,1
3448,194,817,1
3448,194,845,2
3448,194,855,1
3448,194,956,2
3449,15,3,2
3449,15,154,4
3449,15,196,4
3449,15,268,1
3449,15,437,1
3449,15,585,3
3449,15,595,2
3449,15,626,1
3449,15,673,1
3449,15,756,2
3449,15,867,2
3449,15,940,1
3450,695,6,2
3450,695,358,2
3450,695,433,2
3450,695,478,2
3450,695,548,1
3450,695,560,1
3450,695,594,1
3450,695,626,2
3450,695,756,2
3450,695,800,3
3450,695,825,2
3450,695,837,1
3450,695,856,2
3450,695,867,1
3450,695,880,1
3450,695,954,1
3451,708,46,3
3451,708,88,1
3451,708,106,1
3451,708,134,1
3451,708,230,3
3451,708,297,3
3451,708,353,1
3451,708,581,3
3451,708,604,2
3451,708,741,1
3451,708,812,2
3452,550,29,2
3452,550,66,2
3452,550,69,1
3452,550,71,3
3452,550,153,2
3452,550,182,1
3452,550,305,2
3452,550,453,2
3452,550,454,4
3452,550,455,3
3452,550,555,1
3452,550,642,2
3452,550,811,2
3452,550,885,2
3452,550,915,1
3452,550,979,1
3453,9,21,3
3453,9,31,2
3453,9,49,2
3453,9,60,1
3453,9,88,1
3453,9,94,1
3453,9,117,2
3453,9,135,1
3453,9,156,2
3453,9,197,1
3453,9,209,1
3453,9,227,3
3453,9,241,3
3453,9,384,1
3453,9,479,2
3453,9,631,2
3453,9,659,2
3453,9,661,2
3453,9,771,1
3454,198,7,2
3454,198,115,1
3454,198,218,1
3454,198,268,1
3454,198,333,3
3454,198,335,1
3454,198,362,1
3454,198,471,2
3454,198,556,1
3454,198,590,1
3454,198,619,1
3454,198,646,1
3454,198,694,2
3454,198,724,2
3454,198,908,1
3455,236,4,1
3455,236,13,2
3455,236,170,2
3455,236,180,2
3455,236,229,1
3455,236,234,3
3455,236,328,1
3455,236,425,2
3455,236,576,1
3455,236,598,1
3455,236,608,1
3455,236,615,1
3455,236,619,3
3455,236,735,1
3455,236,752,2
3455,236,812,2
3455,236,818,3
3455,236,896,2
3455,236,977,2
3456,551,8,1
3456,551,62,2
3456,551,75,1
3456,551,87,2
3456,551,197,2
3456,551,222,1
3456,551,268,2
3456,551,334,2
3456,551,378,1
3456,551,556,2
3456,551,594,2
3456,551,665,2
3456,551,666,1
3456,551,693,2
3456,551,706,2
3456,551,756,2
3456,551,782,2
3456,551,807,3
3456,551,830,1
3456,551,874,1
3456,551,877,2
3456,551,984,2
3457,292,36,2
3457,292,117,1
3457,292,124,1
3457,292,159,1
3457,292,265,2
3457,292,268,2
3457,292,334,1
3457,292,350,1
3457,292,447,1
3457,292,457,2
3457,292,474,3
3457,292,545,2
3457,292,585,2
3457,292,591,1
3457,292,622,3
3457,292,631,1
3457,292,658,4
3457,292,671,1
3457,292,749,1
3457,292,863,3
3457,292,870,3
3457,292,920,1
3457,292,987,1
3458,877,47,2
3458,877,78,1
3458,877,268,1
3458,877,269,1
3458,877,314,3
3458,877,448,1
3458,877,463,3
3458,877,506,2
3458,877,516,1
3458,877,543,1
3458,877,638,1
3458,877,640,1
3458,877,695,1
3458,877,737,2
3458,877,810,3
3458,877,903,1
3458,877,917,1
3459,158,39,3
3459,158,65,2
3459,158,74,1
3459,158,228,1
3459,158,271,4
3459,158,279,1
3459,158,328,4
3459,158,335,2
3459,158,372,2
3459,158,553,2
3459,158,665,2
3459,158,695,1
3459,158,799,1
3459,158,845,1
3460,593,13,1
3460,593,34,1
3460,593,37,1
3460,593,39,1
3460,593,52,2
3460,593,79,1
3460,593,108,2
3460,593,119,2
3460,593,177,2
3460,593,279,3
3460,593,320,2
3460,593,351,2
3460,593,386,1
3460,593,557,2
3460,593,586,1
3460,593,644,2
3460,593,706,2
3460,593,730,3
3460,593,749,3
3460,593,761,1
3460,593,821,1
3460,593,844,2
3460,593,917,1
3460,593,944,3
3460,593,988,1
3461,780,73,2
3461,780,75,2
3461,780,106,3
3461,780,355,1
3461,780,380,2
3461,780,386,1
3461,780,476,2
3461,780,542,1
3461,780,663,1
3461,780,679,2
3461,780,805,2
3461,780,960,3
3461,780,965,2
3462,322,15,1
3462,322,66,2
3462,322,185,2
3462,322,225,2
3462,322,228,3
3462,322,290,2
3462,322,293,4
3462,322,294,3
3462,322,301,4
3462,322,313,1
3462,322,363,4
3462,322,440,1
3462,322,513,1
3462,322,550,2
3462,322,576,2
3462,322,587,2
3462,322,647,1
3462,322,657,1
3462,322,694,1
3462,322,710,1
3462,322,712,1
3462,322,783,1
3462,322,863,1
3462,322,928,2
3462,322,969,1
3463,905,50,1
3463,905,79,3
3463,905,111,3
3463,905,116,1
3463,905,120,1
3463,905,204,2
3463,905,621,2
3463,905,640,3
3463,905,657,1
3463,905,668,2
3463,905,730,2
3464,83,45,2
3464,83,190,1
3464,83,376,1
3464,83,381,1
3464,83,395,2
3464,83,423,1
3464,83,430,2
3464,83,498,1
3464,83,556,2
3464,83,605,1
3464,83,688,2
3464,83,799,2
3464,83,851,1
3464,83,958,1
3465,63,27,2
3465,63,67,3
3465,63,124,1
3465,63,280,2
3465,63,389,3
3465,63,566,1
3465,63,667,1
3465,63,750,1
3465,63,888,2
3465,63,992,1
3466,687,35,1
3466,687,152,1
3466,687,239,4
3466,687,271,2
3466,687,342,1
3466,687,345,1
3466,687,354,1
3466,687,438,2
3466,687,622,3
3466,687,647,3
3466,687,660,1
3466,687,700,1
3466,687,730,1
3466,687,908,1
3466,687,976,2
3466,687,980,2
3467,285,44,1
3467,285,108,1
3467,285,363,2
3467,285,448,3
3467,285,461,1
3467,285,468,1
3467,285,477,1
3467,285,519,1
3467,285,561,1
3467,285,583,2
3467,285,586,3
3467,285,641,3
3467,285,720,2
3467,285,825,1
3467,285,840,2
3467,285,893,2
3467,285,947,1
3468,526,13,2
3468,526,62,2
3468,526,132,2
3468,526,192,1
3468,526,208,1
3468,526,253,1
3468,526,344,1
3468,526,389,2
3468,526,443,1
3468,526,461,1
3468,526,488,2
3468,526,595,2
3468,526,649,2
3468,526,695,1
3468,526,964,1
3469,223,2,4
3469,223,57,2
3469,223,124,1
3469,223,131,1
3469,223,165,1
3469,223,183,1
3469,223,246,2
3469,223,249,1
3469,223,301,2
3469,223,342,3
3469,223,346,1
3469,223,386,1
3469,223,479,2
3469,223,539,1
3469,223,574,3
3469,223,586,2
3469,223,590,1
3469,223,626,2
3469,223,628,1
3469,223,639,1
3469,223,663,1
3469,223,705,1
3469,223,708,1
3469,223,713,3
3469,223,763,2
3469,223,892,2
3469,223,895,2
3469,223,929,1
3469,223,959,3
3469,223,994,2
3469,223,995,2
3470,609,71,2
3470,609,112,2
3470,609,226,3
3470,609,229,2
3470,609,318,1
3470,609,472,1
3470,609,511,3
3470,609,538,1
3470,609,699,4
3470,609,815,1
3470,609,836,2
3470,609,920,2
3470,609,929,1
3470,609,999,1
3471,484,126,2
3471,484,230,2
3471,484,370,1
3471,484,388,2
3471,484,443,2
3471,484,463,2
3471,484,466,1
3471,484,520,2
3471,484,537,1
3471,484,627,2
3471,484,653,2
3471,484,861,1
3471,484,889,3
3471,484,957,1
3472,33,94,2
3472,33,130,2
3472,33,190,2
3472,33,201,2
3472,33,345,1
3472,33,444,1
3472,33,509,3
3472,33,601,2
3472,33,604,3
3472,33,611,3
3472,33,694,1
3472,33,760,1
3472,33,914,3
3472,33,919,3
3472,33,925,1
3472,33,949,1
3473,691,1,4
3473,691,37,2
3473,691,147,1
3473,691,192,2
3473,691,205,1
3473,691,361,1
3473,691,448,3
3473,691,485,1
3473,691,661,1
3473,691,668,1
3473,691,710,2
3473,691,717,1
3473,691,761,2
3474,605,2,1
3474,605,8,2
3474,605,11,2
3474,605,21,1
3474,605,128,2
3474,605,136,2
3474,605,194,1
3474,605,286,2
3474,605,435,1
3474,605,448,2
3474,605,456,3
3474,605,460,1
3474,605,471,2
3474,605,480,1
3474,605,512,2
3474,605,569,1
3474,605,575,1
3474,605,649,1
3474,605,666,1
3474,605,677,1
3474,605,691,3
3474,605,847,1
3474,605,859,1
3474,605,870,1
3474,605,976,2
3474,605,996,1
3475,894,88,1
3475,894,192,2
3475,894,226,2
3475,894,249,2
3475,894,311,2
3475,894,342,2
3475,894,411,1
3475,894,455,2
3475,894,496,2
3475,894,637,1
3475,894,750,2
3475,894,774,1
3475,894,786,1
3475,894,810,1
3475,894,851,2
3476,419,16,2
3476,419,118,3
3476,419,138,1
3476,419,168,1
3476,419,197,4
3476,419,241,1
3476,419,279,2
3476,419,283,1
3476,419,327,1
3476,419,481,1
3476,419,518,1
3476,419,575,2
3476,419,587,1
3476,419,634,3
3476,419,659,1
3476,419,755,2
3476,419,794,1
3476,419,808,1
3476,419,842,1
3476,419,943,1
3476,419,969,2
3477,464,21,3
3477,464,47,2
3477,464,193,1
3477,464,278,2
3477,464,326,1
3477,464,331,2
3477,464,359,1
3477,464,397,2
3477,464,506,3
3477,464,614,1
3477,464,631,2
3477,464,713,1
3477,464,724,1
3477,464,726,3
3477,464,903,2
3477,464,908,1
3477,464,974,2
3477,464,984,1
3478,797,2,1
3478,797,41,2
3478,797,66,2
3478,797,80,1
3478,797,158,2
3478,797,170,3
3478,797,195,1
3478,797,310,2
3478,797,331,3
3478,797,418,3
3478,797,537,1
3478,797,552,1
3478,797,594,2
3478,797,733,3
3478,797,746,5
3479,797,41,3
3479,797,72,1
3479,797,77,2
3479,797,96,1
3479,797,116,3
3479,797,134,1
3479,797,323,1
3479,797,377,1
3479,797,507,1
3479,797,546,3
3479,797,548,3
3479,797,570,1
3479,797,608,2
3479,797,669,1
3479,797,830,2
3479,797,864,1
3479,797,871,2
3479,797,894,2
3480,599,40,2
3480,599,75,1
3480,599,126,2
3480,599,178,2
3480,599,183,3
3480,599,289,2
3480,599,332,1
3480,599,381,1
3480,599,405,2
3480,599,427,1
3480,599,437,2
3480,599,445,4
3480,599,560,1
3480,599,603,1
3480,599,630,2
3480,599,657,2
3480,599,664,2
3480,599,808,2
3480,599,818,2
3480,599,987,1
3481,512,78,1
3481,512,122,2
3481,512,239,2
3481,512,254,1
3481,512,298,3
3481,512,315,2
3481,512,488,2
3481,512,591,2
3481,512,673,1
3481,512,696,1
3481,512,778,2
3481,512,794,2
3481,512,843,1
3481,512,909,1
3482,72,21,1
3482,72,106,1
3482,72,156,1
3482,72,208,2
3482,72,222,1
3482,72,239,3
3482,72,310,1
3482,72,375,2
3482,72,447,1
3482,72,468,1
3482,72,512,2
3482,72,587,3
3482,72,626,1
3482,72,631,1
3482,72,654,1
3482,72,658,1
3482,72,680,1
3482,72,694,2
3482,72,697,1
3482,72,835,1
3482,72,948,3
3482,72,958,2
3483,84,121,1
3483,84,122,1
3483,84,133,2
3483,84,136,2
3483,84,138,1
3483,84,229,1
3483,84,258,2
3483,84,284,3
3483,84,326,3
3483,84,453,2
3483,84,510,1
3483,84,556,1
3483,84,613,4
3483,84,663,2
3483,84,667,2
3483,84,677,2
3483,84,695,3
3483,84,818,2
3483,84,841,2
3483,84,943,4
3483,84,972,1
3484,370,83,1
3484,370,132,1
3484,370,187,2
3484,370,188,2
3484,370,222,3
3484,370,287,1
3484,370,333,2
3484,370,432,1
3484,370,543,2
3484,370,579,2
3484,370,664,1
3484,370,744,1
3484,370,749,2
3485,52,57,1
3485,52,108,1
3485,52,236,1
3485,52,259,1
3485,52,293,2
3485,52,300,2
3485,52,521,2
3485,52,552,2
3485,52,742,2
3485,52,776,1
3485,52,806,3
3485,52,876,2
3485,52,878,2
3485,52,886,2
3486,486,60,3
3486,486,72,1
3486,486,140,1
3486,486,144,3
3486,486,178,1
3486,486,257,1
3486,486,380,1
3486,486,386,2
3486,486,390,1
3486,486,468,1
3486,486,566,1
3486,486,611,1
3486,486,617,1
3486,486,647,1
3486,486,717,1
3486,486,786,1
3486,486,797,2
3486,486,960,2
3487,547,8,2
3487,547,95,1
3487,547,100,1
3487,547,187,2
3487,547,189,1
3487,547,216,1
3487,547,253,1
3487,547,287,2
3487,547,515,1
3487,547,549,1
3487,547,754,3
3487,547,779,5
3487,547,895,1
3487,547,959,2
3488,480,44,3
3488,480,95,2
3488,480,226,1
3488,480,301,1
3488,480,377,3
3488,480,391,2
3488,480,463,1
3488,480,498,1
3488,480,514,1
3488,480,585,2
3488,480,627,2
3488,480,641,1
3488,480,645,1
3488,480,731,2
3488,480,814,3
3488,480,854,1
3488,480,861,3
3488,480,902,1
3488,480,912,2
3489,501,216,2
3489,501,266,1
3489,501,626,1
3489,501,698,2
3489,501,763,1
3489,501,771,1
3489,501,828,2
3489,501,937,2
3490,71,117,2
3490,71,131,1
3490,71,163,3
3490,71,171,1
3490,71,301,1
3490,71,356,2
3490,71,381,1
3490,71,421,1
3490,71,448,1
3490,71,573,1
3490,71,620,1
3490,71,623,2
3490,71,625,1
3490,71,646,2
3490,71,677,1
3490,71,771,2
3490,71,812,1
3490,71,840,2
3490,71,876,2
3490,71,972,2
3491,770,64,2
3491,770,96,3
3491,770,109,2
3491,770,111,1
3491,770,132,2
3491,770,221,1
3491,770,264,2
3491,770,295,1
3491,770,335,2
3491,770,427,1
3491,770,445,1
3491,770,452,1
3491,770,551,1
3491,770,566,1
3491,770,578,3
3491,770,590,3
3491,770,658,2
3491,770,718,3
3491,770,792,2
3491,770,855,1
3491,770,876,2
3492,823,3,5
3492,823,58,2
3492,823,78,1
3492,823,166,1
3492,823,225,1
3492,823,284,1
3492,823,297,1
3492,823,338,3
3492,823,372,1
3492,823,393,1
3492,823,482,2
3492,823,506,1
3492,823,563,1
3492,823,637,4
3492,823,673,1
3492,823,715,1
3492,823,793,1
3492,823,831,1
3492,823,868,2
3492,823,902,3
3493,573,73,1
3493,573,105,4
3493,573,116,2
3493,573,124,1
3493,573,188,2
3493,573,227,1
3493,573,246,2
3493,573,352,4
3493,573,410,2
3493,573,411,1
3493,573,422,4
3493,573,575,4
3493,573,730,1
3493,573,746,1
3493,573,756,1
3493,573,925,1
3494,962,108,2
3494,962,192,1
3494,962,197,1
3494,962,225,2
3494,962,243,2
3494,962,261,1
3494,962,268,2
3494,962,272,1
3494,962,354,3
3494,962,382,1
3494,962,394,1
3494,962,536,2
3494,962,556,1
3494,962,558,1
3494,962,617,1
3494,962,654,2
3494,962,666,1
3494,962,691,1
3494,962,778,1
3494,962,855,1
3494,962,894,2
3494,962,915,1
3494,962,942,1
3494,962,989,2
3495,685,14,2
3495,685,27,1
3495,685,42,1
3495,685,78,1
3495,685,80,2
3495,685,106,1
3495,685,107,1
3495,685,171,3
3495,685,226,2
3495,685,240,1
3495,685,264,1
3495,685,304,2
3495,685,383,4
3495,685,478,4
3495,685,509,2
3495,685,521,2
3495,685,544,2
3495,685,602,3
3495,685,633,1
3495,685,665,1
3495,685,676,1
3495,685,736,1
3495,685,794,1
3495,685,851,4
3495,685,858,2
3495,685,981,2
3495,685,984,4
3495,685,989,1
3496,611,2,3
3496,611,54,1
3496,611,83,4
3496,611,121,2
3496,611,356,2
3496,611,471,3
3496,611,513,1
3496,611,573,1
3496,611,649,1
3496,611,666,3
3497,637,7,1
3497,637,38,1
3497,637,118,3
3497,637,119,1
3497,637,123,1
3497,637,159,3
3497,637,228,2
3497,637,315,1
3497,637,488,1
3497,637,538,2
3497,637,595,1
3497,637,647,2
3497,637,726,2
3498,794,23,1
3498,794,56,1
3498,794,78,2
3498,794,177,1
3498,794,203,1
3498,794,381,1
3498,794,383,2
3498,794,411,1
3498,794,489,1
3498,794,546,2
3498,794,593,1
3498,794,597,1
3498,794,799,1
3498,794,894,2
3498,794,899,2
3498,794,917,1
3498,794,964,2
3498,794,984,1
3499,984,1,3
3499,984,20,1
3499,984,167,2
3499,984,236,3
3499,984,249,1
3499,984,406,1
3499,984,441,2
3499,984,575,1
3499,984,822,1
3500,141,126,2
3500,141,149,3
3500,141,168,1
3500,141,204,3
3500,141,232,3
3500,141,279,2
3500,141,315,2
3500,141,386,3
3500,141,421,4
3500,141,455,2
3500,141,492,1
3500,141,501,2
3500,141,576,1
3500,141,586,1
3500,141,651,1
3500,141,680,1
3500,141,696,1
3500,141,698,3
3500,141,794,1
3500,141,937,4
3500,141,953,1
3501,477,7,1
3501,477,48,2
3501,477,102,1
3501,477,313,2
3501,477,335,1
3501,477,528,2
3501,477,587,1
3501,477,642,1
3501,477,707,2
3501,477,778,1
3501,477,793,1
3501,477,867,1
3501,477,899,1
3501,477,913,4
3501,477,925,1
3501,477,930,2
3501,477,943,1
3501,477,989,3
3502,688,92,1
3502,688,114,1
3502,688,144,2
3502,688,185,1
3502,688,189,1
3502,688,332,3
3502,688,340,2
3502,688,360,2
3502,688,427,1
3502,688,461,2
3502,688,504,3
3502,688,536,2
3502,688,550,4
3502,688,620,3
3502,688,713,1
3502,688,757,2
3502,688,768,1
3502,688,869,2
3502,688,928,2
3502,688,969,1
3503,110,6,2
3503,110,38,2
3503,110,93,2
3503,110,143,1
3503,110,149,1
3503,110,209,2
3503,110,337,2
3503,110,471,1
3503,110,557,1
3503,110,563,1
3503,110,609,5
3503,110,614,2
3503,110,677,1
3503,110,726,2
3503,110,813,1
3503,110,876,1
3504,326,4,3
3504,326,64,2
3504,326,107,1
3504,326,621,2
3504,326,629,3
3504,326,657,1
3504,326,775,1
3504,326,786,1
3504,326,824,2
3505,983,1,1
3505,983,105,1
3505,983,180,2
3505,983,323,2
3505,983,369,2
3505,983,387,1
3505,983,436,1
3505,983,441,2
3505,983,457,1
3505,983,530,2
3505,983,686,1
3505,983,695,2
3505,983,718,2
3505,983,805,2
3505,983,936,1
3506,958,42,4
3506,958,50,1
3506,958,95,1
3506,958,112,1
3506,958,149,1
3506,958,171,1
3506,958,238,2
3506,958,259,2
3506,958,315,2
3506,958,325,1
3506,958,436,1
3506,958,577,2
3506,958,585,1
3506,958,591,1
3506,958,595,2
3506,958,605,1
3506,958,665,1
3506,958,669,1
3506,958,712,3
3506,958,749,1
3506,958,825,1
3506,958,871,2
3506,958,977,1
3507,669,72,2
3507,669,119,2
3507,669,175,1
3507,669,225,2
3507,669,241,1
3507,669,290,3
3507,669,343,1
3507,669,345,2
3507,669,410,1
3507,669,516,3
3507,669,603,2
3507,669,659,1
3507,669,667,1
3507,669,690,1
3507,669,736,2
3507,669,814,1
3507,669,880,1
3507,669,952,2
3507,669,969,2
3508,543,1,1
3508,543,34,2
3508,543,83,1
3508,543,176,1
3508,543,180,3
3508,543,182,2
3508,543,189,3
3508,543,217,1
3508,543,330,1
3508,543,366,1
3508,543,406,2
3508,543,421,1
3508,543,476,1
3508,543,477,2
3508,543,572,2
3508,543,587,2
3508,543,678,1
3508,543,718,2
3508,543,749,3
3508,543,754,1
3508,543,766,4
3508,543,916,3
3509,21,33,2
3509,21,48,2
3509,21,148,1
3509,21,189,2
3509,21,461,1
3509,21,513,1
3509,21,565,2
3509,21,671,1
3509,21,675,1
3509,21,792,1
3509,21,793,3
3509,21,836,1
3509,21,918,1
3510,40,15,2
3510,40,123,2
3510,40,182,1
3510,40,206,1
3510,40,274,1
3510,40,341,5
3510,40,408,2
3510,40,420,1
3510,40,422,3
3510,40,476,2
3510,40,664,2
3510,40,718,1
3510,40,949,1
3511,786,92,2
3512,762,100,3
3512,762,133,1
3512,762,214,2
3512,762,269,2
3512,762,287,2
3512,762,305,1
3512,762,325,1
3512,762,338,3
3512,762,381,2
3512,762,459,3
3512,762,478,3
3512,762,558,1
3512,762,611,4
3512,762,869,2
3512,762,910,1
3512,762,953,3
3512,762,972,2
3512,762,997,1
3513,193,4,2
3513,193,326,2
3513,193,355,3
3513,193,387,1
3513,193,399,3
3513,193,410,1
3513,193,555,1
3513,193,708,1
3513,193,853,1
3514,399,55,2
3514,399,133,1
3514,399,165,1
3514,399,320,2
3514,399,407,2
3514,399,418,3
3514,399,436,2
3514,399,519,1
3514,399,564,1
3514,399,624,1
3514,399,637,3
3514,399,650,1
3514,399,787,2
3514,399,794,1
3515,617,96,3
3515,617,106,1
3515,617,124,1
3515,617,229,1
3515,617,245,2
3515,617,325,1
3515,617,386,2
3515,617,391,1
3515,617,479,1
3515,617,519,3
3515,617,595,1
3515,617,652,2
3515,617,655,1
3515,617,699,1
3515,617,711,4
3515,617,747,1
3515,617,769,1
3515,617,788,1
3515,617,838,2
3516,843,49,1
3516,843,72,1
3516,843,73,2
3516,843,131,2
3516,843,313,3
3516,843,319,1
3516,843,372,1
3516,843,396,2
3516,843,398,2
3516,843,481,1
3516,843,584,2
3516,843,587,2
3516,843,782,1
3516,843,847,2
3516,843,854,1
3516,843,855,2
3517,653,71,1
3517,653,79,2
3517,653,113,2
3517,653,148,1
3517,653,170,3
3517,653,180,1
3517,653,319,1
3517,653,411,1
3517,653,416,2
3517,653,468,1
3517,653,478,1
3517,653,552,2
3517,653,638,2
3517,653,702,2
3517,653,845,2
3518,484,20,1
3518,484,33,1
3518,484,85,2
3518,484,92,2
3518,484,108,1
3518,484,163,2
3518,484,183,2
3518,484,192,3
3518,484,202,2
3518,484,206,1
3518,484,225,1
3518,484,227,1
3518,484,268,1
3518,484,304,1
3518,484,326,2
3518,484,354,2
3518,484,409,2
3518,484,513,1
3518,484,544,1
3518,484,611,2
3518,484,619,1
3518,484,727,2
3518,484,829,1
3518,484,888,1
3518,484,892,2
3518,484,957,1
3519,347,58,1
3519,347,77,1
3519,347,129,1
3519,347,188,2
3519,347,232,3
3519,347,279,2
3519,347,297,2
3519,347,326,3
3519,347,353,2
3519,347,489,2
3519,347,569,1
3519,347,631,4
3519,347,772,4
3519,347,808,1
3519,347,809,1
3520,876,40,5
3520,876,302,1
3520,876,330,2
3520,876,435,2
3520,876,456,2
3520,876,498,1
3520,876,513,5
3520,876,661,1
3520,876,663,1
3520,876,768,1
3520,876,777,1
3520,876,779,1
3520,876,972,4
3521,33,270,2
3521,33,293,2
3521,33,587,2
3521,33,696,2
3521,33,807,1
3521,33,820,1
3521,33,903,2
3521,33,981,1
3521,33,989,3
3522,243,88,1
3522,243,139,2
3522,243,158,2
3522,243,339,2
3522,243,386,2
3522,243,400,2
3522,243,442,1
3522,243,543,2
3522,243,555,1
3522,243,626,2
3522,243,669,1
3522,243,707,3
3522,243,763,1
3522,243,780,1
3522,243,814,1
3523,728,239,1
3523,728,268,1
3523,728,381,1
3523,728,474,1
3523,728,626,2
3523,728,811,2
3523,728,918,1
3523,728,938,1
3524,248,6,1
3524,248,124,2
3524,248,140,1
3524,248,234,2
3524,248,264,2
3524,248,289,2
3524,248,314,1
3524,248,336,1
3524,248,343,1
3524,248,359,1
3524,248,446,2
3524,248,476,3
3524,248,478,4
3524,248,542,2
3524,248,577,1
3524,248,613,2
3524,248,723,1
3524,248,785,2
3524,248,858,3
3524,248,960,2
3525,33,15,1
3525,33,42,2
3525,33,106,1
3525,33,108,1
3525,33,153,1
3525,33,209,3
3525,33,289,3
3525,33,384,1
3525,33,442,3
3525,33,478,2
3525,33,479,1
3525,33,572,3
3525,33,586,3
3525,33,679,1
3525,33,700,3
3525,33,861,2
3525,33,877,2
3526,418,8,2
3526,418,9,1
3526,418,29,2
3526,418,59,1
3526,418,60,2
3526,418,69,3
3526,418,135,2
3526,418,227,2
3526,418,296,3
3526,418,311,1
3526,418,314,1
3526,418,431,1
3526,418,444,2
3526,418,452,2
3526,418,485,4
3526,418,519,2
3526,418,567,1
3526,418,589,1
3526,418,599,1
3526,418,647,2
3526,418,718,1
3526,418,896,2
3526,418,969,1
3527,202,37,1
3527,202,56,2
3527,202,102,1
3527,202,125,1
3527,202,270,2
3527,202,296,2
3527,202,305,2
3527,202,567,3
